"","playerName","restrictedDuo"
"744","Ryan Spitzer [US]","Calyrex [Ice Rider] Koraidon"
"745","Steven Peek [US]","Lunala Miraidon"
"746","Torey Powers [US]","Kyogre Zacian"
"747","Joshua Rebatta [US]","Calyrex [Shadow Rider] Koraidon"
"748","Benjamin Brickeen [US]","Koraidon Miraidon"
"749","Andrew Rocha [US]","Calyrex [Shadow Rider] Miraidon"
"750","Jaquincy Nelson [US]","Dialga [Origin Forme] Miraidon"
"751","Madison Kennedy [US]","Koraidon Lunala"
"752","Jacob O'Connor [US]","Ho-Oh Miraidon"
"753","Reid Goodrich [US]","Calyrex [Shadow Rider] Zamazenta"
"754","Bill O'Connell [US]","Calyrex [Ice Rider] Miraidon"
"755","Angel Armando Arriaga Trevino [MX]","Kyogre Zacian"
"756","Aidan Patterson [US]","Lunala Miraidon"
"757","Carl Wilken [US]","Calyrex [Ice Rider] Miraidon"
"758","Elijah Smith [US]","Ho-Oh Lunala"
"759","Jeremy Chestnutt [US]","Lunala Miraidon"
"760","Celeste Scalzo [US]","Calyrex [Ice Rider] Miraidon"
"761","Vaughn Taylor [US]","Lunala Zamazenta"
"762","Sierra Dawn [CA]","Calyrex [Ice Rider] Miraidon"
"763","Kailey Hart [US]","Calyrex [Ice Rider] Miraidon"
"764","Nick Smith [US]","Calyrex [Ice Rider] Miraidon"
"765","Carden Shelly [US]","Miraidon Zacian"
"766","Alexander Reyes [US]","Calyrex [Shadow Rider] Zamazenta"
"767","Aaron Tunstall [US]","Calyrex [Shadow Rider] Koraidon"
"768","Jarvis Marcano [US]","Calyrex [Shadow Rider] Zamazenta"
"769","Michael Holloway [US]","Koraidon Miraidon"
"770","Jeffery Short [US]","Kyogre Zacian"
"771","Lucas Johnston [US]","Koraidon Lunala"
"772","David Harupa [US]","Calyrex [Shadow Rider] Zamazenta"
"773","Andrew Beltran [US]","Groudon Lunala"
"774","Christopher Patino [US]","Calyrex [Shadow Rider] Zacian"
"775","Matthew Starzyk [US]","Calyrex [Shadow Rider] Miraidon"
"776","Kyle Moore [US]","Calyrex [Shadow Rider] Koraidon"
"777","Daniel Ricano [US]","Calyrex [Ice Rider] Miraidon"
"778","Sarah Sparks [US]","Calyrex [Ice Rider] Kyogre"
"779","Liam Tallo [US]","Calyrex [Ice Rider] Miraidon"
"780","Nicolas Spencer [US]","Koraidon Lunala"
"781","Heather Pohnan [US]","Calyrex [Ice Rider] Miraidon"
"782","Armando Gutierrez [US]","Calyrex [Ice Rider] Miraidon"
"783","Daniel Schiabor [US]","Ho-Oh Miraidon"
"784","Timothy Nixon [US]","Koraidon Lunala"
"785","Trent Zagursky [US]","Groudon Koraidon"
"786","Will Wetzel [US]","Calyrex [Shadow Rider] Kyogre"
"787","Joel Hernandez [US]","Kyogre Zacian"
"788","Omar Farfan [US]","Calyrex [Ice Rider] Kyogre"
"789","Michael Cruz [US]","Calyrex [Ice Rider] Miraidon"
"790","",""
"791","Aaron Allen [US]","Calyrex [Ice Rider] Miraidon"
"792","Maximilian Klaus [US]","Calyrex [Ice Rider] Miraidon"
"793","James Lim [US]","Kyogre Miraidon"
"794","Adrian Hazel [US]","Kyogre Zacian"
"795","Nitesh Manem [US]","Calyrex [Ice Rider] Kyogre"
"796","Steven Stark [US]","Calyrex [Ice Rider] Miraidon"
"797","Madison Morrell [US]","Miraidon Zamazenta"
"798","Daniel Medina [US]","Miraidon Zacian"
"799","Nathaniel Perry [US]","Miraidon Zamazenta"
"800","William Jewell [US]","Calyrex [Ice Rider] Kyogre"
"801","Vijay Sood [US]","Terapagos Zacian"
"802","Chance DuBose [US]","Miraidon Terapagos"
"803","Joshua Stevens [US]","Calyrex [Ice Rider] Kyogre"
"804","Mitchell Fleming [US]","Calyrex [Shadow Rider] Koraidon"
"805","Matthew Molnar [US]","Calyrex [Shadow Rider] Kyogre"
"806","Matthew Davis [US]","Calyrex [Shadow Rider] Kyogre"
"807","Colby Harrison [US]","Koraidon Lunala"
"808","Xavier Ibarra [US]","Ho-Oh Miraidon"
"809","Santiago Salazar-Guerra [VE]","Lunala Miraidon"
"810","Dylan Stone [US]","Calyrex [Ice Rider] Miraidon"
"811","Hugo Alberto Castillo Sánchez [MX]","Calyrex [Ice Rider] Miraidon"
"812","Roland Barbaza [US]","Koraidon Zamazenta"
"813","Andrew Larsen [US]","Calyrex [Shadow Rider] Zamazenta"
"814","Michaela Edwards [US]","Calyrex [Ice Rider] Miraidon"
"815","Marcus Fussell [US]","Groudon Miraidon"
"816","Yohance Williams [US]","Calyrex [Shadow Rider] Koraidon"
"817","Jayson Kelley [US]","Calyrex [Shadow Rider] Zamazenta"
"818","Will Ross [US]","Calyrex [Ice Rider] Miraidon"
"819","Douglas Whitney [US]","Calyrex [Shadow Rider] Zamazenta"
"820","Samantha Smith [US]","Lunala Miraidon"
"821","Alexander Bambico [US]","Calyrex [Ice Rider] Miraidon"
"822","Jeb Goodwin [US]","Calyrex [Shadow Rider] Koraidon"
"823","Julio Guzman [US]","Ho-Oh Miraidon"
"824","William Krayer [US]","Calyrex [Ice Rider] Eternatus"
"825","Daniel Leon [CO]","Koraidon Miraidon"
"826","Jordan Hennix [US]","Calyrex [Ice Rider] Miraidon"
"827","Trey Jackson [US]","Calyrex [Shadow Rider] Miraidon"
"828","Martin Villegas [US]","Calyrex [Shadow Rider] Koraidon"
"829","Cedric Jones [US]","Calyrex [Ice Rider] Miraidon"
"830","Arthur Givens [US]","Calyrex [Ice Rider] Miraidon"
"831","Clay Becker [US]","Calyrex [Shadow Rider] Miraidon"
"832","James Scott [US]","Groudon Miraidon"
"833","Matt Schmucker [US]","Ho-Oh Koraidon"
"834","Dylan Salter [US]","Ho-Oh Miraidon"
"835","Brian Pattison [US]","Calyrex [Ice Rider] Kyogre"
"836","Ricky Keller [US]","Calyrex [Shadow Rider] Koraidon"
"837","Gabriel Ortiz [US]","Koraidon Terapagos"
"838","Parker Simmons [US]","Calyrex [Ice Rider] Miraidon"
"839","Benjamin Dyer [US]","Groudon Lunala"
"840","Rachel Lambert [US]","Miraidon Zamazenta"
"841","Felix De La Riva [US]","Calyrex [Ice Rider] Miraidon"
"842","Chase Frye [US]","Calyrex [Shadow Rider] Groudon"
"843","Sean Silberer [CA]","Calyrex [Shadow Rider] Koraidon"
"844","Jason Pham [US]","Kyogre Miraidon"
"845","",""
"846","Ian McLaughlin [US]","Koraidon Miraidon"
"847","Dylan Rutledge [US]","Lunala Miraidon"
"848","Patrick Donegan [US]","Calyrex [Ice Rider] Lunala"
"849","Cory Craven [US]","Groudon Lunala"
"850","Jonathan Lin [US]","Calyrex [Shadow Rider] Kyogre"
"851","Collin Beer [US]","Groudon Miraidon"
"852","Dalton Hale [US]","Kyogre Zacian"
"853","Thomas Vehlewald [US]","Groudon Zacian"
"854","Branden Wilhelm [US]","Miraidon Zamazenta"
"855","Jourdan Harris [US]","Calyrex [Ice Rider] Koraidon"
"856","Abdul Barrie [US]","Calyrex [Ice Rider] Koraidon"
"857","Giulio Tarlao [IT]","Calyrex [Shadow Rider] Terapagos"
"858","Philip Miller [US]","Calyrex [Shadow Rider] Zamazenta"
"859","Charlie Stray [US]","Miraidon Zacian"
"860","Gwen Edgar [US]","Kyogre Zacian"
"861","Matthew Gonzalez [US]","Kyogre Zacian"
"862","Jancarlo Samayoa [US]","Kyogre Zacian"
"863","Josh Robinson [US]","Calyrex [Shadow Rider] Koraidon"
"864","Emma Brooks [CA]","Calyrex [Shadow Rider] Zamazenta"
"865","Chase Meshell [US]","Calyrex [Shadow Rider] Koraidon"
"866","Larry Thornton [US]","Calyrex [Shadow Rider] Zamazenta"
"867","Andrew Lavigne [US]","Kyogre Zacian"
"868","Daniel Vieira [BR]","Calyrex [Shadow Rider] Miraidon"
"869","Israel Warren Sage Amistad [US]","Lunala Miraidon"
"870","Claire Van Dyke [US]","Calyrex [Shadow Rider] Terapagos"
"871","Matt Tidd [CA]","Lunala Miraidon"
"872","Bryce Spears [US]","Miraidon Zamazenta"
"873","Tyler Musemeche [US]","Eternatus Ho-Oh"
"874","Brandon Tuchtenhagen [US]","Calyrex [Ice Rider] Zamazenta"
"875","Jay Villafranca [US]","Calyrex [Shadow Rider] Terapagos"
"876","Sean Flatten [US]","Calyrex [Ice Rider] Kyogre"
"877","Dylan Matthews [US]","Miraidon Zamazenta"
"878","Aditya Subramanian [US]","Miraidon Terapagos"
"879","Daniel Hill [US]","Calyrex [Shadow Rider] Koraidon"
"880","Gabriel MonteLeon [US]","Calyrex [Shadow Rider] Zamazenta"
"881","KaSun Thompson [US]","Ho-Oh Terapagos"
"882","Josh Krieger [US]","Calyrex [Shadow Rider] Dialga [Origin Forme]"
"883","Scott Kirby [US]","Koraidon Lunala"
"884","Saelyn Turner [US]","Calyrex [Shadow Rider] Koraidon"
"885","Christopher Folan [US]","Calyrex [Ice Rider] Lunala"
"886","Brian Hays [US]","Groudon Ho-Oh"
"887","Victor Liu [US]","Calyrex [Ice Rider] Miraidon"
"888","Roberto Ferri [IT]","Calyrex [Ice Rider] Miraidon"
"889","Aidan Lee [US]","Miraidon Zamazenta"
"890","William Yee [US]","Calyrex [Ice Rider] Lunala"
"891","Brandon Wright [US]","Koraidon Miraidon"
"892","Abigail Watson [US]","Calyrex [Ice Rider] Miraidon"
"893","Diego Santiago-Rodriguez [US]","Lunala Miraidon"
"894","Shray Chakraborty [US]","Calyrex [Shadow Rider] Kyogre"
"895","Jeongbin Pak [US]","Kyogre Zamazenta"
"896","Guo Chen [CN]","Calyrex [Ice Rider] Miraidon"
"897","Hao Dai [CN]","Calyrex [Ice Rider] Groudon"
"898","Clayton Christensen [US]","Calyrex [Shadow Rider] Koraidon"
"899","Alfredo Tamayo [US]","Kyogre Zamazenta"
"900","Eric Payne [US]","Groudon Kyogre"
"901","Alexander Wind [US]","Calyrex [Ice Rider] Miraidon"
"902","Max Camacho [US]","Koraidon Terapagos"
"903","Connor Williams [US]","Calyrex [Ice Rider] Miraidon"
"904","Paul Heine [US]","Ho-Oh Miraidon"
"905","Martin Schmidt [US]","Kyurem [White Kyurem] Zekrom"
"906","Adam Scruggs [US]","Calyrex [Shadow Rider] Zamazenta"
"907","Victor Cabrera [US]","Calyrex [Shadow Rider] Zamazenta"
"908","Marcelo Rondon [US]","Calyrex [Shadow Rider] Koraidon"
"909","Thomas Hayden [US]","Calyrex [Shadow Rider] Miraidon"
"910","Zech Falkner [CA]","Calyrex [Ice Rider] Miraidon"
"911","Chris Yingling [US]","Calyrex [Ice Rider] Necrozma [Dawn Wings]"
"912","Andrew Chen [US]","Lunala Miraidon"
"913","CJ Moritz [US]","Calyrex [Shadow Rider] Koraidon"
"914","Ryan Gartland [US]","Calyrex [Ice Rider] Miraidon"
"915","Marco Antonio Rodriguez Garcia [MX]","Calyrex [Shadow Rider] Zamazenta"
"916","Jackson Steene [US]","Calyrex [Ice Rider] Kyogre"
"917","Garrett Wilson [US]","Calyrex [Shadow Rider] Koraidon"
"918","Rohan Muthukumar [US]","Lunala Zacian"
"919","Ryan Oswalt [US]","Calyrex [Shadow Rider] Terapagos"
"920","Andrew Briceno [US]","Calyrex [Ice Rider] Miraidon"
"921","Phinn Sayegh [US]","Calyrex [Shadow Rider] Koraidon"
"922","Ellie Gray [US]","Calyrex [Shadow Rider] Kyogre"
"923","Miroslawa Morioka [US]","Lunala Miraidon"
"924","Aaron Hadley [US]","Calyrex [Ice Rider] Miraidon"
"925","Chris Strickland [US]","Calyrex [Ice Rider] Miraidon"
"926","Benji Carney [US]","Calyrex [Ice Rider] Miraidon"
"927","Marcos Rodriguez [US]","Koraidon Lunala"
"928","Nicholas Follo [US]","Calyrex [Shadow Rider] Koraidon"
"929","Tristan Carlock [US]","Kyogre Miraidon"
"930","Ethan Haberle [US]","Calyrex [Ice Rider] Miraidon"
"931","Kyle Lyon [US]","Calyrex [Ice Rider] Miraidon"
"932","Peter Ha [US]","Kyogre Zacian"
"933","Orlando Jose Ruiz [US]","Calyrex [Shadow Rider] Rayquaza"
"934","Hallie Menkhaus [US]","Lunala Miraidon"
"935","Ryan Magee [US]","Calyrex [Ice Rider] Terapagos"
"936","Joseph Garcia-Roque [US]","Calyrex [Ice Rider] Terapagos"
"937","Ali Jaeger [US]","Calyrex [Ice Rider] Lunala"
"938","John Nguyen [US]","Calyrex [Ice Rider] Lunala"
"939","Austin Cintron [US]","Koraidon Lunala"
"940","Hannah Guetterman [US]","Calyrex [Ice Rider] Miraidon"
"941","Edwin Gonzales [US]","Calyrex [Shadow Rider] Kyogre"
"942","Kirsten Warkow [US]","Koraidon Lunala"
"943","Brett Clark [US]","Miraidon Zamazenta"
"944","Rell Debow [US]","Calyrex [Shadow Rider] Koraidon"
"945","Rod Guidry [US]","Calyrex [Shadow Rider] Koraidon"
"946","Simon Cox [US]","Groudon Zamazenta"
"947","Tyler Struebing [US]","Calyrex [Ice Rider] Kyogre"
"948","Jared Blahnik [US]","Kyogre Miraidon"
"949","Jordan Kilpatrick [US]","Calyrex [Shadow Rider] Zamazenta"
"950","Alex Dickinson [US]","Koraidon Miraidon"
"951","Hazel Mewett [US]","Calyrex [Ice Rider] Miraidon"
"952","Joseph Morgan [US]","Giratina [Origin Forme] Koraidon"
"953","Brendan McAdorey [CA]","Calyrex [Ice Rider] Miraidon"
"954","Gabby Snyder [US]","Calyrex [Ice Rider] Miraidon"
"955","Myles Jones [US]","Kyogre Zacian"
"956","Turner Blizard [US]","Ho-Oh Miraidon"
"957","Luis Patiño III [US]","Terapagos Zacian"
"958","Abby Raymond [US]","Groudon Miraidon"
"959","Jonathan Cerrato [US]","Ho-Oh Koraidon"
"960","Bryanne Berry [US]","Calyrex [Shadow Rider] Terapagos"
"961","William Nelms [US]","Koraidon Miraidon"
"962","Gabriel Mendoza [US]","Calyrex [Shadow Rider] Miraidon"
"963","Ty Orgeron [US]","Calyrex [Ice Rider] Miraidon"
"964","Austin Shortes [US]","Calyrex [Ice Rider] Kyogre"
"965","Michael Epperson [US]","Kyogre Zamazenta"
"966","Adrian Granados [MX]","Lunala Miraidon"
"967","Ephraim Miller [US]","Calyrex [Ice Rider] Miraidon"
"968","Vance Barger [US]","Miraidon Terapagos"
"969","Rex Holmberg [US]","Miraidon Zacian"
"970","Jose Lira [US]","Kyogre Miraidon"
"971","Tyrone Waldon [US]","Lunala Miraidon"
"972","Joy Monardo [US]","Miraidon Terapagos"
"973","Gabriel Mott [US]","Lunala Zacian"
"974","Casey Meehan [US]","Calyrex [Shadow Rider] Koraidon"
"975","Dylan Smith [US]","Koraidon Lunala"
"976","Julia Houha [US]","Calyrex [Ice Rider] Miraidon"
"977","Nicolas Retzlaff [US]","Eternatus Lunala"
"978","Israel Fermin Mojica [US]","Miraidon Zamazenta"
"979","David Donner [CA]","Calyrex [Ice Rider] Miraidon"
"980","Joey McNatt [US]","Ho-Oh Terapagos"
"981","Michael Cook [US]","Lunala Miraidon"
"982","Nic Quade [US]","Lunala Miraidon"
"983","Frankie Holland [US]","Terapagos Zacian"
"984","Wade Felts [US]","Koraidon Miraidon"
"985","Jackie B [US]","Calyrex [Shadow Rider] Zamazenta"
"986","Brandon Stevens [US]","Calyrex [Shadow Rider] Zamazenta"
"987","Danny Suarez [US]","Calyrex [Ice Rider] Miraidon"
"988","Matthew Marshall [US]","Lunala Miraidon"
"989","James Dimarco [US]","Calyrex [Shadow Rider] Zamazenta"
"990","John Capezzuto [US]","Calyrex [Ice Rider] Miraidon"
"991","Maureen Cox [US]","Calyrex [Shadow Rider] Koraidon"
"992","Gian Rivasplata [US]","Calyrex [Ice Rider] Lunala"
"993","Koba Davis [US]","Zamazenta"
"994","Collin Matthews [US]","Calyrex [Shadow Rider] Zamazenta"
"995","Carlos Aguirre [US]","Calyrex [Ice Rider] Necrozma [Dawn Wings]"
"996","Shaun Arms [US]","Dialga [Origin Forme] Kyogre"
"997","Natalee Drake [US]","Lunala Miraidon"
"998","Michael Barbee [US]","Lunala Miraidon"
"999","Khalil HOGGUI [FR]","Calyrex [Ice Rider] Miraidon"
"1000","Jordan Morse [US]","Calyrex [Shadow Rider] Zacian"
"1001","Jalen Banks [US]","Kyogre Zacian"
"1002","Chase Rhodes [US]","Koraidon Lunala"
"1003","David Rosemon [US]","Lunala Miraidon"
"1004","Michael Walsh [US]","Calyrex [Shadow Rider] Koraidon"
"1005","Travis Chaplin [US]","Kyogre Zacian"
"1006","Taylor Marzuco [US]","Calyrex [Shadow Rider] Koraidon"
"1007","Mason Cutler [US]","Calyrex [Shadow Rider] Zamazenta"
"1008","Rily Corn [US]","Miraidon Zamazenta"
"1009","Ryan Haig [US]","Calyrex [Shadow Rider] Kyogre"
"1010","Becca Gammage [US]","Calyrex [Shadow Rider] Terapagos"
"1011","Matthew Manning [US]","Calyrex [Ice Rider] Miraidon"
"1012","Hunter Jones [US]","Kyogre Zacian"
"1013","Luna Zilkha [US]","Calyrex [Shadow Rider] Koraidon"
"1014","Austin Smothers [US]","Miraidon Zamazenta"
"1015","Gabriel Dominguez [US]","Calyrex [Shadow Rider] Koraidon"
"1016","Heriberto Pacaje [CL]","Calyrex [Ice Rider] Groudon"
"1017","Eric Luong [CA]","Calyrex [Shadow Rider] Miraidon"
"1018","Matt Marcial [US]","Calyrex [Ice Rider] Miraidon"
"1019","Rockwell Anyoha [US]","Lunala Rayquaza"
"1020","Dre Ford [US]","Koraidon Lunala"
"1021","Matthew Faucett [US]","Calyrex [Ice Rider] Miraidon"
"1022","Tyler Stuhaan [US]","Calyrex [Shadow Rider] Koraidon"
"1023","Emma Cox [US]","Calyrex [Shadow Rider] Terapagos"
"1024","Alisha Graley [US]","Calyrex [Shadow Rider] Koraidon"
"1025","John Rutledge [US]","Kyurem [Black Kyurem] Miraidon"
"1026","Christopher Lazarus [US]","Koraidon Lunala"
"1027","Masa Suzuki [US]","Lunala Miraidon"
"1028","Jordi Casado Rejas [ES]","Koraidon Lunala"
"1029","Wesley Fisher [US]","Calyrex [Ice Rider] Kyogre"
"1030","Daniel Jacob [US]","Calyrex [Shadow Rider] Zamazenta"
"1031","Samuel Vogel [US]","Koraidon Lunala"
"1032","Samuel Bartrop [US]","Koraidon Lunala"
"1033","Eric Martinez [US]","Calyrex [Shadow Rider] Terapagos"
"1034","ivan girard [US]","Calyrex [Ice Rider] Miraidon"
"1035","Sarina Compagnino [US]","Groudon Zamazenta"
"1036","Anthony Simms [US]","Calyrex [Shadow Rider] Zacian"
"1037","Amanda Vehlewald [US]","Groudon Zacian"
"1038","Edwin Alejandro [US]","Lunala Miraidon"
"1039","Zach Knight [US]","Calyrex [Shadow Rider] Zamazenta"
"1040","Blake Trahan [US]","Lunala Miraidon"
"1041","Michael Puffpaff [US]","Miraidon Rayquaza"
"1042","Dom Caesar [US]","Calyrex [Shadow Rider] Zamazenta"
"1043","Aidan Schneider [US]","Lunala Miraidon"
"1044","Ian Turner [US]","Lunala Miraidon"
"1045","Emily Mulloy [US]","Calyrex [Shadow Rider] Terapagos"
"1046","Esdras Forch [US]","Calyrex [Ice Rider] Miraidon"
"1047","Ryan Stahler [US]","Calyrex [Ice Rider] Kyogre"
"1048","Michael Bishop [US]","Koraidon Lunala"
"1049","Oscar Gil [US]","Calyrex [Shadow Rider] Koraidon"
"1050","ShaDaizia Aiken [US]","Calyrex [Ice Rider] Miraidon"
"1051","John Dunn [US]","Calyrex [Ice Rider] Dialga [Origin Forme]"
"1052","Tai Ireland [US]","Kyogre Zacian"
"1053","Derrick Elmore [US]","Calyrex [Shadow Rider] Koraidon"
"1054","Richard Wan [US]","Lunala Miraidon"
"1055","Ben Dickinson [US]","Groudon Miraidon"
"1056","Nicholas Mitchell [US]","Koraidon Zamazenta"
"1057","Markus McGee [US]","Lunala Miraidon"
"1058","Akhil Goel [US]","Calyrex [Ice Rider] Groudon"
"1059","Roberto Martinez [US]","Koraidon Lunala"
"1060","Aaron Kamal [US]","Lunala Miraidon"
"1061","Braxton Laurent [US]","Calyrex [Shadow Rider] Terapagos"
"1062","John Best [US]","Kyogre Zacian"
"1063","Kaitlyn Scott [US]","Koraidon Zamazenta"
"1064","Stephen Wagner [US]","Groudon Reshiram"
"1065","Travon White [US]","Calyrex [Shadow Rider] Terapagos"
"1066","Sidharth Puri [US]","Koraidon Lunala"
"1067","Tara Maclachlan [US]","Kyogre Miraidon"
"1068","Ethan Sanders [US]","Lunala Miraidon"
"1069","Julio Rendon [US]","Giratina [Origin Forme] Zamazenta"
"1070","Seth Cox [US]","Giratina [Origin Forme] Zamazenta"
"1071","Courtland Rucker [US]","Lugia"
"1072","Noah Moll [US]","Calyrex [Shadow Rider] Zamazenta"
"1073","Camey Gardner [US]","Kyogre Zacian"
"1074","Alex Ferguson [US]","Miraidon Terapagos"
"1075","Luis Alvarez III [US]","Calyrex [Shadow Rider] Groudon"
"1076","Max Buchman [US]","Miraidon Zamazenta"
"1077","Noman Irfan [US]","Lunala Miraidon"
"1078","Braden Luna [US]","Terapagos Zacian"
"1079","Atticus LaTouche [US]","Groudon Miraidon"
"1080","Gavin tibbs [US]","Kyogre Zacian"
"1081","Michael Honesto [US]","Calyrex [Ice Rider] Miraidon"
"1082","Harley Reno [US]","Calyrex [Ice Rider] Miraidon"
"1083","Andrew Walter [US]","Calyrex [Ice Rider] Kyogre"
"1084","Mingl Shi [US]","Calyrex [Shadow Rider] Koraidon"
"1085","Eduardo Abrego [MX]","Calyrex [Shadow Rider] Terapagos"
"1086","Beybi Tomasini Huiman Gonzales [PE]","Calyrex [Shadow Rider]"
"1087","Matthew Dugger [US]","Cosmog Palkia"
"1088","Aoife McEvoy [US]","Calyrex [Ice Rider] Miraidon"
"1089","Alexa Little [US]","Calyrex [Shadow Rider] Koraidon"
"1090","Nathan Kalafut [US]","Calyrex [Ice Rider] Kyogre"
"1091","Aletia Holloway [US]","Koraidon Miraidon"
"1092","Tallon Abel [US]","Kyurem [White Kyurem] Zamazenta"
"1093","Eleanor Tayam-Hernandez [US]","Lunala Miraidon"
"1094","Joshua Salter [US]","Ho-Oh Miraidon"
"1095","Rachel VAN dyke [US]","Calyrex [Shadow Rider] Terapagos"
"1096","Eddie Gunns [US]","Kyogre Zacian"
"1097","Hunter Joles [US]","Calyrex [Ice Rider] Miraidon"
"1098","Jason Metcalf [US]","Miraidon Zamazenta"
"1099","Sarah Snider [US]","Calyrex [Shadow Rider] Terapagos"
"1100","Eric Camacho Montero [US]","Calyrex [Ice Rider] Miraidon"
"1101","Timothy Lipscomb [US]","Calyrex [Shadow Rider] Groudon"
"1102","Darian Simmonds [CA]","Koraidon Miraidon"
"1103","Andrew Jackson [US]",""
"1104","Nick Gorham [US]","Kyogre Zacian"
"1105","Paula Oyarzún [CL]","Koraidon Lunala"
"1106","Soleil Bachrach [US]","Lunala Miraidon"
"1107","Logan Callegari [US]","Calyrex [Ice Rider] Kyogre"
"1108","Jose Benitez [US]","Lunala"
"1109","Albert Hwang [US]","Koraidon Lunala"
"1110","James Jordan [US]","Calyrex [Shadow Rider] Terapagos"
"1111","Javier Gusart [US]","Lunala Miraidon"
"1112","Marc Willis [US]","Miraidon"
"1113","Christopher Parker [US]","Lunala Miraidon"
"1114","Dominique Johnson [US]","Calyrex [Ice Rider] Kyogre"
"1115","Haochen Wang [CN]","Miraidon Zacian"
"1116","Randy Lawson [US]","Calyrex [Shadow Rider] Koraidon"
"1117","Jarrett Guthrie [US]","Kyogre Lugia"
"1118","Joshua Scott [US]","Kyogre Kyurem [Black Kyurem]"
"1119","Joshua Alcocer [US]","Calyrex [Shadow Rider] Koraidon"
"1120","Amanda Faulk [US]","Koraidon Lunala"
"1121","Marcus Esther [US]","Calyrex [Ice Rider] Miraidon"
"1122","Edmond Ramos [US]","Miraidon Terapagos"
"1123","Danica Demadura [US]","Ho-Oh Miraidon"
"1124","Robert Phillips [US]","Ho-Oh Koraidon"
"1125","Alexis Tarjeft [US]","Kyogre Miraidon"
"1126","Robert Durant [US]","Calyrex [Shadow Rider] Miraidon"
"1127","Helen Phung [US]","Calyrex [Ice Rider] Kyogre"
"1128","Lucas Bourg [US]",""
"1129","David Michael Schneider [US]","Koraidon"
